user_id,city,visit_date,restaurant_viewed,added_to_cart,order_placed,payment_done,is_cancelled,order_delivered
U13774,Jaipur,4/5/2023,Yes,1,1,0,0,1
U13775,Chennai,4/21/2023,,0,0,0,0,0
U13776,Kolkata,2/13/2023,Yes,1,1,1,1,0
U13777,Delhi,2/5/2023,Yes,1,1,1,0,1
U13778,Mumbai,11/14/2023,Yes,0,0,0,0,0
U13779,Pune,1/8/2023,Yes,0,0,0,0,0
U13780,Mumbai,10/20/2023,,0,0,0,0,0
U13781,Mumbai,9/17/2023,Yes,1,1,1,0,1
U13782,Mumbai,1/12/2023,Yes,0,0,0,0,0
U13783,Mumbai,11/30/2023,Yes,1,1,1,0,1
U13784,Mumbai,8/12/2023,Yes,0,0,0,0,0
U13785,Pune,8/9/2023,Yes,0,0,0,0,0
U13786,Delhi,7/21/2023,Yes,1,1,1,0,1
U13787,Pune,5/24/2023,,0,0,0,0,0
U13788,Pune,7/12/2023,Yes,0,0,0,0,0
U13789,Chennai,7/28/2023,Yes,1,1,1,0,1
U13790,Bangalore,3/14/2023,Yes,0,0,0,0,0
U13791,Hyderabad,2/10/2023,Yes,1,0,0,0,0
U13792,Jaipur,5/24/2023,Yes,1,1,1,0,1
U13793,Bangalore,1/28/2023,Yes,1,1,1,0,1
U13794,Kolkata,7/14/2023,,0,0,0,0,0
U13795,Pune,5/24/2023,Yes,1,0,0,0,0
U13796,Hyderabad,1/4/2023,Yes,0,0,0,0,0
U13797,Chennai,1/15/2023,Yes,1,1,1,0,1
U13798,Bangalore,3/11/2023,Yes,1,1,1,0,1
U13799,Chennai,4/6/2023,,0,0,0,0,0
U13800,Delhi,6/26/2023,Yes,1,1,1,0,1
U13801,Bangalore,9/23/2023,Yes,1,1,1,1,0
U13802,Pune,12/18/2023,Yes,0,0,0,0,0
U13803,Bangalore,10/31/2023,,0,0,0,0,0
U13804,Jaipur,8/6/2023,Yes,0,0,0,0,0
U13805,Pune,12/8/2023,Yes,0,0,0,0,0
U13806,Chennai,2/11/2023,Yes,0,0,0,0,0
U13807,Delhi,7/26/2023,Yes,1,1,1,0,1
U13808,Jaipur,5/31/2023,Yes,1,1,1,0,1
U13809,Delhi,3/15/2023,Yes,0,0,0,0,0
U13810,Kolkata,10/17/2023,Yes,0,0,0,0,0
U13811,Mumbai,4/6/2023,,0,0,0,0,0
U13812,Delhi,11/16/2023,,0,0,0,0,0
U13813,Jaipur,4/25/2023,Yes,0,0,0,0,0
U13814,Chennai,4/14/2023,Yes,1,1,1,0,1
U13815,Mumbai,9/26/2023,Yes,1,0,0,0,0
U13816,Bangalore,8/18/2023,Yes,0,0,0,0,0
U13817,Bangalore,6/4/2023,Yes,0,0,0,0,0
U13818,Delhi,3/5/2023,Yes,1,0,0,0,0
U13819,Chennai,12/12/2023,,0,0,0,0,0
U13820,Hyderabad,11/7/2023,Yes,1,1,1,0,1
U13821,Chennai,3/4/2023,Yes,0,0,0,0,0
U13822,Chennai,2/9/2023,Yes,1,1,1,0,1
U13823,Jaipur,11/18/2023,Yes,1,0,0,0,0
U13824,Jaipur,4/3/2023,Yes,1,1,1,0,1
U13825,Bangalore,2/19/2023,Yes,1,1,1,0,1
U13826,Bangalore,7/28/2023,,0,0,0,0,0
U13827,Delhi,5/11/2023,Yes,1,1,1,0,1
U13828,Chennai,6/6/2023,Yes,1,0,0,0,0
U13829,Bangalore,2/23/2023,Yes,1,0,0,0,0
U13830,Pune,2/28/2023,,0,0,0,0,0
U13831,Jaipur,3/24/2023,Yes,1,1,1,0,1
U13832,Kolkata,6/20/2023,Yes,0,0,0,0,0
U13833,Bangalore,11/15/2023,,0,0,0,0,0
U13834,Delhi,8/13/2023,Yes,1,1,1,0,1
U13835,Delhi,10/30/2023,Yes,1,1,1,0,1
U13836,Delhi,1/21/2023,Yes,1,0,0,0,0
U13837,Kolkata,4/5/2023,Yes,0,0,0,0,0
U13838,Kolkata,12/9/2023,Yes,0,0,0,0,0
U13839,Mumbai,8/2/2023,Yes,1,1,1,0,1
U13840,Pune,8/3/2023,Yes,0,0,0,0,0
U13841,Mumbai,9/6/2023,Yes,1,1,1,0,1
U13842,Delhi,2/20/2023,Yes,1,1,1,0,1
U13843,Kolkata,2/2/2023,,0,0,0,0,0
U13844,Pune,4/25/2023,,0,0,0,0,0
U13845,Kolkata,2/26/2023,Yes,0,0,0,0,0
U13846,Kolkata,7/20/2023,,0,0,0,0,0
U13847,Delhi,8/2/2023,Yes,0,0,0,0,0
U13848,Delhi,9/29/2023,Yes,0,0,0,0,0
U13849,Pune,3/23/2023,Yes,0,0,0,0,0
U13850,Mumbai,10/24/2023,Yes,0,0,0,0,0
U13851,Bangalore,12/15/2023,Yes,0,0,0,0,0
U13852,Bangalore,12/4/2023,Yes,1,1,0,1,0
U13853,Pune,10/5/2023,Yes,1,1,1,0,1
U13854,Kolkata,10/19/2023,Yes,1,1,1,0,1
U13855,Hyderabad,11/27/2023,,0,0,0,0,0
U13856,Delhi,5/13/2023,Yes,1,1,1,0,1
U13857,Chennai,12/1/2023,,0,0,0,0,0
U13858,Jaipur,4/11/2023,,0,0,0,0,0
U13859,Jaipur,5/12/2023,Yes,0,0,0,0,0
U13860,Mumbai,11/30/2023,Yes,0,0,0,0,0
U13861,Hyderabad,7/24/2023,Yes,0,0,0,0,0
U13862,Kolkata,2/17/2023,Yes,0,0,0,0,0
U13863,Kolkata,10/24/2023,Yes,1,1,1,0,1
U13864,Jaipur,9/10/2023,Yes,1,1,1,0,0
U13865,Jaipur,9/18/2023,Yes,0,0,0,0,0
U13866,Pune,8/18/2023,Yes,1,1,1,0,0
U13867,Kolkata,5/30/2023,Yes,1,1,1,0,1
U13868,Bangalore,11/25/2023,Yes,0,0,0,0,0
U13869,Mumbai,6/30/2023,Yes,0,0,0,0,0
U13870,Jaipur,9/29/2023,Yes,1,1,1,0,1
U13871,Hyderabad,2/26/2023,Yes,1,1,0,0,1
U13872,Chennai,9/8/2023,Yes,0,0,0,0,0
U13873,Bangalore,3/18/2023,,0,0,0,0,0
U13874,Pune,4/20/2023,Yes,0,0,0,0,0
U13875,Jaipur,9/23/2023,Yes,1,1,1,0,1
U13876,Mumbai,3/20/2023,Yes,0,0,0,0,0
U13877,Jaipur,12/2/2023,Yes,0,0,0,0,0
U13878,Pune,5/13/2023,,0,0,0,0,0
U13879,Bangalore,6/29/2023,Yes,0,0,0,0,0
U13880,Delhi,12/14/2023,Yes,1,1,1,0,1
U13881,Delhi,9/1/2023,Yes,1,1,1,1,0
U13882,Kolkata,7/1/2023,,0,0,0,0,0
U13883,Chennai,11/23/2023,Yes,0,0,0,0,0
U13884,Delhi,6/10/2023,Yes,0,0,0,0,0
U13885,Kolkata,11/20/2023,,0,0,0,0,0
U13886,Chennai,11/15/2023,Yes,1,0,0,0,0
U13887,Pune,11/3/2023,Yes,1,1,1,0,1
U13888,Bangalore,2/9/2023,Yes,0,0,0,0,0
U13889,Delhi,8/28/2023,Yes,1,1,0,0,1
U13890,Kolkata,8/9/2023,Yes,1,1,1,0,1
U13891,Kolkata,9/21/2023,Yes,1,1,0,1,0
U13892,Mumbai,6/14/2023,,0,0,0,0,0
U13893,Kolkata,3/11/2023,,0,0,0,0,0
U13894,Delhi,7/1/2023,Yes,0,0,0,0,0
U13895,Mumbai,3/13/2023,Yes,1,1,1,0,1
U13896,Hyderabad,2/5/2023,Yes,1,1,1,0,1
U13897,Chennai,3/15/2023,,0,0,0,0,0
U13898,Hyderabad,7/28/2023,,0,0,0,0,0
U13899,Pune,10/5/2023,Yes,1,0,0,0,0
U13900,Hyderabad,9/25/2023,Yes,1,0,0,0,0
U13901,Jaipur,6/22/2023,,0,0,0,0,0
U13902,Jaipur,8/14/2023,Yes,0,0,0,0,0
U13903,Hyderabad,12/8/2023,Yes,1,0,0,0,0
U13904,Kolkata,10/15/2023,Yes,0,0,0,0,0
U13905,Bangalore,2/16/2023,Yes,1,0,0,0,0
U13906,Bangalore,7/13/2023,Yes,1,0,0,0,0
U13907,Kolkata,8/26/2023,Yes,0,0,0,0,0
U13908,Chennai,5/18/2023,,0,0,0,0,0
U13909,Bangalore,1/1/2023,,0,0,0,0,0
U13910,Jaipur,8/13/2023,Yes,1,1,1,0,1
U13911,Pune,1/7/2023,Yes,1,1,1,0,1
U13912,Mumbai,10/24/2023,Yes,1,1,1,0,1
U13913,Kolkata,5/23/2023,Yes,1,1,1,0,1
U13914,Chennai,6/29/2023,Yes,1,0,0,0,0
U13915,Mumbai,9/23/2023,Yes,0,0,0,0,0
U13916,Bangalore,7/31/2023,Yes,1,1,1,0,1
U13917,Pune,8/3/2023,,0,0,0,0,0
U13918,Bangalore,7/11/2023,Yes,1,1,1,0,1
U13919,Hyderabad,7/19/2023,,0,0,0,0,0
U13920,Delhi,1/19/2023,Yes,0,0,0,0,0
U13921,Chennai,5/16/2023,Yes,1,1,1,1,0
U13922,Hyderabad,2/10/2023,Yes,1,1,1,0,1
U13923,Mumbai,6/6/2023,Yes,1,0,0,0,0
U13924,Pune,11/21/2023,Yes,1,1,1,0,1
U13925,Kolkata,9/26/2023,Yes,0,0,0,0,0
U13926,Delhi,8/19/2023,Yes,1,0,0,0,0
U13927,Pune,2/15/2023,Yes,1,1,1,0,1
U13928,Kolkata,8/30/2023,Yes,0,0,0,0,0
U13929,Chennai,6/24/2023,Yes,1,1,1,0,1
U13930,Pune,9/17/2023,Yes,1,1,1,0,1
U13931,Bangalore,9/17/2023,Yes,1,0,0,0,0
U13932,Mumbai,6/20/2023,Yes,1,0,0,0,0
U13933,Kolkata,6/1/2023,Yes,1,0,0,0,0
U13934,Kolkata,6/11/2023,Yes,1,1,1,1,0
U13935,Pune,2/24/2023,Yes,1,1,1,0,1
U13936,Delhi,4/8/2023,Yes,1,1,0,0,1
U13937,Kolkata,7/21/2023,Yes,1,0,0,0,0
U13938,Jaipur,11/16/2023,Yes,1,0,0,0,0
U13939,Delhi,4/30/2023,Yes,1,1,1,1,0
U13940,Chennai,6/11/2023,Yes,1,1,1,0,1
U13941,Kolkata,8/28/2023,Yes,1,1,1,0,1
U13942,Chennai,9/26/2023,,0,0,0,0,0
U13943,Jaipur,12/3/2023,Yes,1,0,0,0,0
U13944,Pune,3/25/2023,,0,0,0,0,0
U13945,Delhi,10/23/2023,Yes,1,0,0,0,0
U13946,Pune,5/21/2023,Yes,1,1,1,0,1
U13947,Chennai,11/11/2023,Yes,1,1,1,0,1
U13948,Jaipur,7/9/2023,Yes,1,1,1,0,1
U13949,Kolkata,10/4/2023,,0,0,0,0,0
U13950,Jaipur,4/14/2023,,0,0,0,0,0
U13951,Jaipur,6/20/2023,Yes,1,1,1,1,0
U13952,Mumbai,9/6/2023,Yes,1,1,1,0,1
U13953,Hyderabad,1/2/2023,Yes,1,1,1,1,0
U13954,Pune,8/6/2023,Yes,0,0,0,0,0
U13955,Chennai,1/1/2023,Yes,1,1,1,0,1
U13956,Bangalore,12/7/2023,,0,0,0,0,0
U13957,Kolkata,2/13/2023,,0,0,0,0,0
U13958,Pune,10/5/2023,Yes,1,0,0,0,0
U13959,Bangalore,3/18/2023,Yes,0,0,0,0,0
U13960,Kolkata,4/28/2023,Yes,1,0,0,0,0
U13961,Bangalore,2/11/2023,,0,0,0,0,0
U13962,Jaipur,2/15/2023,Yes,0,0,0,0,0
U13963,Bangalore,6/28/2023,,0,0,0,0,0
U13964,Delhi,9/18/2023,Yes,1,1,1,1,0
U13965,Bangalore,8/15/2023,,0,0,0,0,0
U13966,Mumbai,10/27/2023,Yes,0,0,0,0,0
U13967,Bangalore,5/15/2023,Yes,1,1,1,0,1
U13968,Jaipur,10/14/2023,Yes,1,1,0,0,1
U13969,Kolkata,12/31/2023,,0,0,0,0,0
U13970,Jaipur,1/10/2023,Yes,1,0,0,0,0
U13971,Chennai,6/15/2023,Yes,1,1,0,0,1
U13972,Bangalore,1/22/2023,Yes,0,0,0,0,0
U13973,Pune,9/15/2023,Yes,1,1,1,0,1
U13974,Jaipur,9/1/2023,Yes,1,1,1,0,1
U13975,Pune,10/28/2023,Yes,1,0,0,0,0
U13976,Hyderabad,12/13/2023,Yes,1,1,1,0,1
U13977,Pune,3/22/2023,Yes,1,1,1,0,1
U13978,Bangalore,9/20/2023,Yes,1,1,1,0,1
U13979,Jaipur,1/13/2023,Yes,1,0,0,0,0
U13980,Jaipur,5/31/2023,Yes,1,0,0,0,0
U13981,Bangalore,3/17/2023,,0,0,0,0,0
U13982,Bangalore,9/22/2023,Yes,0,0,0,0,0
U13983,Pune,8/12/2023,,0,0,0,0,0
U13984,Hyderabad,3/13/2023,,0,0,0,0,0
U13985,Delhi,6/28/2023,,0,0,0,0,0
U13986,Chennai,5/23/2023,Yes,1,1,1,0,1
U13987,Mumbai,9/8/2023,,0,0,0,0,0
U13988,Mumbai,2/1/2023,Yes,1,1,1,1,0
U13989,Pune,12/24/2023,Yes,1,1,1,0,1
U13990,Delhi,1/22/2023,Yes,0,0,0,0,0
U13991,Hyderabad,1/31/2023,Yes,1,1,1,0,1
U13992,Pune,2/19/2023,Yes,1,1,1,0,1
U13993,Delhi,10/20/2023,,0,0,0,0,0
U13994,Kolkata,1/10/2023,Yes,1,0,0,0,0
U13995,Bangalore,11/10/2023,Yes,1,1,1,0,1
U13996,Jaipur,9/22/2023,Yes,1,1,1,0,1
U13997,Delhi,3/10/2023,Yes,1,1,1,0,1
U13998,Pune,7/17/2023,Yes,1,1,1,0,1
U13999,Chennai,6/4/2023,Yes,1,1,1,0,1
U14000,Chennai,10/20/2023,Yes,1,1,1,0,1
U14001,Pune,9/28/2023,Yes,1,0,0,0,0
U14002,Hyderabad,3/9/2023,Yes,0,0,0,0,0
U14003,Pune,8/18/2023,Yes,0,0,0,0,0
U14004,Hyderabad,5/21/2023,Yes,1,1,1,0,1
U14005,Hyderabad,4/3/2023,,0,0,0,0,0
U14006,Pune,9/23/2023,Yes,1,1,1,0,1
U14007,Bangalore,4/30/2023,Yes,1,1,1,0,1
U14008,Mumbai,2/5/2023,,0,0,0,0,0
U14009,Hyderabad,4/8/2023,,0,0,0,0,0
U14010,Delhi,4/21/2023,Yes,1,1,1,0,1
U14011,Kolkata,2/27/2023,,0,0,0,0,0
U14012,Mumbai,2/14/2023,Yes,1,1,1,0,1
U14013,Bangalore,12/20/2023,Yes,1,1,1,0,1
U14014,Bangalore,5/28/2023,Yes,0,0,0,0,0
U14015,Kolkata,1/9/2023,Yes,0,0,0,0,0
U14016,Delhi,8/7/2023,Yes,1,1,1,0,1
U14017,Delhi,5/6/2023,,0,0,0,0,0
U14018,Jaipur,3/14/2023,Yes,0,0,0,0,0
U14019,Bangalore,9/12/2023,Yes,1,1,1,0,1
U14020,Bangalore,4/3/2023,Yes,0,0,0,0,0
U14021,Chennai,12/9/2023,Yes,1,1,0,0,1
U14022,Bangalore,12/14/2023,Yes,1,1,1,0,1
U14023,Jaipur,9/24/2023,Yes,1,1,1,0,1
U14024,Chennai,6/13/2023,,0,0,0,0,0
U14025,Mumbai,2/12/2023,Yes,1,0,0,0,0
U14026,Delhi,6/29/2023,Yes,1,1,1,0,1
U14027,Jaipur,2/18/2023,Yes,1,0,0,0,0
U14028,Hyderabad,1/7/2023,Yes,1,1,1,0,1
U14029,Jaipur,7/27/2023,Yes,0,0,0,0,0
U14030,Bangalore,2/6/2023,Yes,0,0,0,0,0
U14031,Chennai,6/11/2023,Yes,1,1,1,0,1
U14032,Mumbai,5/30/2023,Yes,1,0,0,0,0
U14033,Mumbai,3/10/2023,,0,0,0,0,0
U14034,Delhi,6/14/2023,Yes,1,1,1,0,1
U14035,Jaipur,4/15/2023,Yes,1,0,0,0,0
U14036,Mumbai,12/12/2023,Yes,1,0,0,0,0
U14037,Chennai,8/26/2023,Yes,1,1,1,0,1
U14038,Delhi,1/6/2023,Yes,0,0,0,0,0
U14039,Kolkata,6/25/2023,Yes,0,0,0,0,0
U14040,Mumbai,12/8/2023,Yes,1,1,1,0,1
U14041,Chennai,4/17/2023,Yes,1,1,1,1,0
U14042,Pune,7/30/2023,Yes,1,1,1,0,1
U14043,Chennai,1/7/2023,Yes,0,0,0,0,0
U14044,Hyderabad,3/14/2023,Yes,1,1,1,0,1
U14045,Jaipur,12/6/2023,Yes,0,0,0,0,0
U14046,Chennai,12/28/2023,Yes,1,1,1,1,0
U14047,Bangalore,6/29/2023,Yes,1,0,0,0,0
U14048,Kolkata,9/18/2023,Yes,1,1,0,1,0
U14049,Hyderabad,4/18/2023,Yes,1,1,1,1,0
U14050,Bangalore,1/20/2023,Yes,1,1,1,1,0
U14051,Hyderabad,6/6/2023,Yes,0,0,0,0,0
U14052,Mumbai,8/25/2023,Yes,1,1,1,1,0
U14053,Mumbai,4/25/2023,Yes,0,0,0,0,0
U14054,Chennai,6/30/2023,Yes,1,1,1,0,1
U14055,Delhi,2/16/2023,Yes,0,0,0,0,0
U14056,Bangalore,10/18/2023,Yes,1,1,1,0,1
U14057,Hyderabad,2/26/2023,,0,0,0,0,0
U14058,Pune,11/12/2023,Yes,1,1,1,0,1
U14059,Kolkata,7/3/2023,Yes,0,0,0,0,0
U14060,Delhi,7/4/2023,Yes,1,1,0,0,1
U14061,Hyderabad,9/24/2023,,0,0,0,0,0
U14062,Kolkata,3/1/2023,,0,0,0,0,0
U14063,Chennai,8/10/2023,Yes,1,1,1,1,0
U14064,Kolkata,1/29/2023,Yes,0,0,0,0,0
U14065,Kolkata,10/24/2023,,0,0,0,0,0
U14066,Mumbai,3/13/2023,Yes,0,0,0,0,0
U14067,Chennai,1/20/2023,,0,0,0,0,0
U14068,Bangalore,8/29/2023,Yes,1,1,1,0,1
U14069,Hyderabad,2/9/2023,Yes,1,0,0,0,0
U14070,Jaipur,4/19/2023,Yes,1,1,1,0,1
U14071,Chennai,8/11/2023,Yes,0,0,0,0,0
U14072,Jaipur,2/11/2023,Yes,1,0,0,0,0
U14073,Mumbai,10/25/2023,,0,0,0,0,0
U14074,Kolkata,1/24/2023,Yes,1,1,1,0,1
U14075,Delhi,12/24/2023,Yes,1,1,0,0,1
U14076,Delhi,8/3/2023,Yes,1,0,0,0,0
U14077,Jaipur,6/19/2023,,0,0,0,0,0
U14078,Pune,7/30/2023,Yes,1,1,0,0,1
U14079,Jaipur,12/16/2023,Yes,1,1,1,0,1
U14080,Chennai,8/13/2023,Yes,1,0,0,0,0
U14081,Kolkata,1/29/2023,,0,0,0,0,0
U14082,Kolkata,1/7/2023,,0,0,0,0,0
U14083,Chennai,5/17/2023,Yes,1,1,1,0,1
U14084,Jaipur,3/18/2023,Yes,1,1,1,0,1
U14085,Kolkata,2/17/2023,Yes,1,1,1,0,1
U14086,Kolkata,12/15/2023,Yes,1,0,0,0,0
U14087,Chennai,7/1/2023,Yes,1,1,0,0,1
U14088,Mumbai,6/10/2023,Yes,0,0,0,0,0
U14089,Chennai,12/17/2023,,0,0,0,0,0
U14090,Kolkata,8/9/2023,Yes,1,0,0,0,0
U14091,Kolkata,5/14/2023,,0,0,0,0,0
U14092,Jaipur,7/25/2023,Yes,1,1,0,0,1
U14093,Pune,11/30/2023,Yes,1,1,1,0,1
U14094,Jaipur,3/22/2023,Yes,1,1,1,1,0
U14095,Pune,10/28/2023,Yes,1,1,1,0,1
U14096,Jaipur,6/23/2023,Yes,1,1,1,0,1
U14097,Bangalore,9/9/2023,Yes,1,0,0,0,0
U14098,Bangalore,7/20/2023,Yes,0,0,0,0,0
U14099,Delhi,6/19/2023,Yes,1,0,0,0,0
U14100,Delhi,7/10/2023,Yes,1,1,1,1,0
U14101,Mumbai,9/21/2023,Yes,1,1,1,0,1
U14102,Pune,7/11/2023,Yes,0,0,0,0,0
U14103,Hyderabad,9/16/2023,Yes,0,0,0,0,0
U14104,Chennai,10/3/2023,Yes,0,0,0,0,0
U14105,Chennai,9/14/2023,,0,0,0,0,0
U14106,Mumbai,11/29/2023,,0,0,0,0,0
U14107,Chennai,2/10/2023,,0,0,0,0,0
U14108,Delhi,10/21/2023,Yes,0,0,0,0,0
U14109,Chennai,7/5/2023,Yes,1,1,1,0,1
U14110,Chennai,12/1/2023,Yes,1,0,0,0,0
U14111,Mumbai,3/18/2023,Yes,0,0,0,0,0
U14112,Mumbai,4/8/2023,Yes,0,0,0,0,0
U14113,Hyderabad,5/30/2023,Yes,0,0,0,0,0
U14114,Mumbai,10/20/2023,Yes,0,0,0,0,0
U14115,Kolkata,2/3/2023,Yes,1,1,1,0,1
U14116,Mumbai,9/25/2023,Yes,0,0,0,0,0
U14117,Jaipur,4/21/2023,Yes,0,0,0,0,0
U14118,Chennai,3/6/2023,Yes,1,1,1,0,1
U14119,Hyderabad,12/16/2023,Yes,0,0,0,0,0
U14120,Chennai,8/2/2023,,0,0,0,0,0
U14121,Bangalore,4/27/2023,Yes,1,0,0,0,0
U14122,Mumbai,6/8/2023,Yes,1,1,0,0,1
U14123,Bangalore,4/5/2023,Yes,1,1,1,0,1
U14124,Jaipur,11/22/2023,,0,0,0,0,0
U14125,Bangalore,8/8/2023,Yes,0,0,0,0,0
U14126,Bangalore,6/14/2023,Yes,1,1,0,0,1
U14127,Bangalore,10/11/2023,Yes,0,0,0,0,0
U14128,Delhi,4/16/2023,,0,0,0,0,0
U14129,Jaipur,11/24/2023,,0,0,0,0,0
U14130,Hyderabad,6/18/2023,Yes,1,1,1,0,1
U14131,Pune,10/10/2023,Yes,1,0,0,0,0
U14132,Bangalore,4/29/2023,Yes,0,0,0,0,0
U14133,Chennai,4/28/2023,Yes,1,0,0,0,0
U14134,Mumbai,8/4/2023,Yes,0,0,0,0,0
U14135,Chennai,7/24/2023,Yes,1,1,0,0,1
U14136,Mumbai,10/1/2023,,0,0,0,0,0
U14137,Bangalore,6/9/2023,,0,0,0,0,0
U14138,Chennai,2/8/2023,Yes,0,0,0,0,0
U14139,Mumbai,6/9/2023,Yes,1,1,1,1,0
U14140,Chennai,7/24/2023,Yes,1,1,1,1,0
U14141,Mumbai,12/21/2023,,0,0,0,0,0
U14142,Chennai,9/8/2023,Yes,1,1,1,0,1
U14143,Hyderabad,11/25/2023,Yes,1,0,0,0,0
U14144,Bangalore,3/20/2023,Yes,1,1,1,1,0
U14145,Hyderabad,4/26/2023,Yes,1,1,1,1,0
U14146,Mumbai,1/20/2023,Yes,1,1,1,0,1
U14147,Hyderabad,2/10/2023,Yes,1,1,1,0,1
U14148,Jaipur,11/12/2023,,0,0,0,0,0
U14149,Jaipur,11/26/2023,Yes,0,0,0,0,0
U14150,Mumbai,6/26/2023,Yes,1,1,1,0,1
U14151,Jaipur,10/15/2023,,0,0,0,0,0
U14152,Jaipur,9/11/2023,Yes,1,1,1,0,1
U14153,Kolkata,5/15/2023,,0,0,0,0,0
U14154,Chennai,2/6/2023,Yes,1,1,1,0,1
U14155,Bangalore,6/30/2023,,0,0,0,0,0
U14156,Bangalore,2/15/2023,Yes,1,1,0,0,1
U14157,Pune,6/2/2023,Yes,1,1,0,1,0
U14158,Kolkata,10/19/2023,Yes,1,1,1,0,1
U14159,Pune,2/21/2023,Yes,0,0,0,0,0
U14160,Chennai,2/11/2023,Yes,0,0,0,0,0
U14161,Hyderabad,12/1/2023,Yes,1,1,1,0,1
U14162,Delhi,11/3/2023,Yes,0,0,0,0,0
U14163,Hyderabad,8/12/2023,Yes,1,1,1,0,1
U14164,Delhi,5/14/2023,Yes,1,1,1,0,1
U14165,Delhi,2/27/2023,Yes,0,0,0,0,0
U14166,Mumbai,8/14/2023,,0,0,0,0,0
U14167,Mumbai,1/18/2023,Yes,1,1,1,0,1
U14168,Pune,5/1/2023,Yes,1,1,1,0,1
U14169,Chennai,9/1/2023,Yes,1,1,1,0,1
U14170,Pune,1/26/2023,Yes,0,0,0,0,0
U14171,Pune,1/12/2023,,0,0,0,0,0
U14172,Mumbai,2/7/2023,Yes,1,0,0,0,0
U14173,Mumbai,9/11/2023,,0,0,0,0,0
U14174,Bangalore,4/23/2023,,0,0,0,0,0
U14175,Pune,10/18/2023,Yes,1,1,1,0,1
U14176,Kolkata,7/16/2023,,0,0,0,0,0
U14177,Bangalore,7/30/2023,,0,0,0,0,0
U14178,Delhi,2/25/2023,Yes,1,1,1,1,0
U14179,Pune,7/5/2023,Yes,1,1,1,0,1
U14180,Chennai,11/2/2023,Yes,1,1,0,0,1
U14181,Bangalore,4/4/2023,Yes,0,0,0,0,0
U14182,Chennai,9/1/2023,Yes,1,1,1,0,1
U14183,Chennai,6/9/2023,Yes,1,0,0,0,0
U14184,Jaipur,4/30/2023,,0,0,0,0,0
U14185,Pune,4/17/2023,,0,0,0,0,0
U14186,Chennai,12/1/2023,Yes,1,1,1,0,1
U14187,Kolkata,3/10/2023,Yes,1,1,1,1,0
U14188,Chennai,10/21/2023,Yes,0,0,0,0,0
U14189,Delhi,11/10/2023,Yes,0,0,0,0,0
U14190,Chennai,2/15/2023,Yes,1,1,1,1,0
U14191,Chennai,6/17/2023,Yes,1,0,0,0,0
U14192,Hyderabad,2/20/2023,Yes,0,0,0,0,0
U14193,Mumbai,11/12/2023,Yes,1,1,1,0,1
U14194,Bangalore,3/4/2023,,0,0,0,0,0
U14195,Chennai,12/15/2023,Yes,1,0,0,0,0
U14196,Hyderabad,2/14/2023,Yes,1,0,0,0,0
U14197,Hyderabad,5/20/2023,Yes,1,0,0,0,0
U14198,Jaipur,6/15/2023,Yes,1,1,1,0,1
U14199,Mumbai,10/17/2023,,0,0,0,0,0
U14200,Chennai,6/18/2023,Yes,1,1,1,0,1
U14201,Chennai,2/27/2023,Yes,1,0,0,0,0
U14202,Kolkata,2/2/2023,Yes,1,0,0,0,0
U14203,Jaipur,2/15/2023,,0,0,0,0,0
U14204,Kolkata,4/10/2023,Yes,1,1,1,1,0
U14205,Mumbai,1/18/2023,Yes,1,0,0,0,0
U14206,Jaipur,2/9/2023,Yes,1,1,1,0,1
U14207,Kolkata,10/8/2023,Yes,1,1,1,0,1
U14208,Kolkata,9/22/2023,Yes,1,1,1,0,1
U14209,Bangalore,1/26/2023,Yes,0,0,0,0,0
U14210,Pune,1/7/2023,,0,0,0,0,0
U14211,Hyderabad,10/31/2023,Yes,1,1,1,1,0
U14212,Pune,2/19/2023,Yes,0,0,0,0,0
U14213,Hyderabad,7/31/2023,Yes,1,1,0,0,1
U14214,Pune,5/1/2023,Yes,1,1,1,0,1
U14215,Delhi,12/31/2023,Yes,1,1,1,0,1
U14216,Mumbai,3/1/2023,,0,0,0,0,0
U14217,Bangalore,11/13/2023,Yes,0,0,0,0,0
U14218,Hyderabad,3/26/2023,Yes,0,0,0,0,0
U14219,Jaipur,2/6/2023,Yes,1,0,0,0,0
U14220,Bangalore,8/30/2023,Yes,1,0,0,0,0
U14221,Kolkata,5/25/2023,,0,0,0,0,0
U14222,Delhi,1/4/2023,Yes,1,0,0,0,0
U14223,Hyderabad,10/6/2023,Yes,1,1,1,0,1
U14224,Chennai,6/6/2023,Yes,1,1,1,0,1
U14225,Chennai,1/24/2023,Yes,0,0,0,0,0
U14226,Delhi,6/8/2023,Yes,1,1,1,0,1
U14227,Mumbai,2/28/2023,Yes,0,0,0,0,0
U14228,Hyderabad,5/3/2023,Yes,0,0,0,0,0
U14229,Jaipur,5/14/2023,Yes,0,0,0,0,0
U14230,Pune,2/24/2023,Yes,1,0,0,0,0
U14231,Kolkata,7/3/2023,Yes,1,1,1,0,1
U14232,Mumbai,2/16/2023,Yes,1,1,1,0,1
U14233,Mumbai,2/2/2023,Yes,1,1,1,0,1
U14234,Delhi,3/11/2023,,0,0,0,0,0
U14235,Chennai,11/13/2023,,0,0,0,0,0
U14236,Pune,9/28/2023,Yes,1,1,1,0,1
U14237,Bangalore,10/30/2023,Yes,0,0,0,0,0
U14238,Delhi,3/1/2023,Yes,1,1,1,1,0
